"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T1-EIC(+)[M+H]_Substance02 Rt(min)","T1-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance04 Rt(min)","T2-EIC(+)[M+H]_Substance04 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs"
"K18","K18.raw","1/11/2021 7:29:47 PM","283","","YS0500304","","Yuning",0.283,43937.32216,0.375,5477.14429,0.347,106179.24841,0.423,218900.60929,0.487,24623.59674,0.529,41465.99399,0.556,9852.47364,0.352,175446.36112,0.427,476014.83765,0.694,13727.81427,0.790,7715.10064,0.884,8645.63726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L18","L18.raw","1/11/2021 7:31:34 PM","284","","YS0500304","","Yuning",0.283,31245.56623,0.404,152809.78839,0.351,129900.16375,0,0,0.551,51687.95633,0.575,356054.94995,0.607,19041.13993,0.352,156517.42151,0,0,0.696,10114.79507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M18","M18.raw","1/11/2021 7:33:20 PM","285","","YS0500304","","Yuning",0.282,30586.99730,0.472,21994.99642,0.348,84512.66298,0.424,201080.12710,0.522,4983.66963,0.695,6953.40697,0.884,5958.32431,0.352,140525.63105,0.427,447232.16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N18","N18.raw","1/11/2021 7:35:07 PM","286","","YS0500304","","Yuning",0.281,28200.25816,0.328,10689.60829,0.348,84813.96543,0.424,174072.79928,0.525,9165.58494,0.559,8105.89060,0.694,16736.26293,0.352,131607.13160,0.427,393004.54866,0.790,19736.12117,0.884,17815.69013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O18","O18.raw","1/11/2021 7:36:54 PM","287","","YS0500304","","Yuning",0.282,29771.53907,0.476,15681.76963,0.349,45448.01879,0.424,86381.45763,0.508,3845.66936,0.523,7624.41680,0.549,26450.99966,0.352,63954.23699,0.427,190961.10601,0.580,4273.78499,0.645,52648.97865,0.674,22195.48140,0,0,0,0,0,0,0,0,0,0,0,0,0.692,17806.76236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852,6334.00428,0.899,6911.88049
"P18","P18.raw","1/11/2021 7:38:40 PM","288","","YS0500304","","Yuning",0.284,31074.56278,0.486,7434.68233,0.349,128927.55535,0.424,353944.13148,0.523,7973.55376,0.559,10832.36901,0.694,19556.01888,0.352,210708.45094,0.427,702354.66700,0.789,20473.30211,0.885,19333.09548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A19","A19.raw","1/11/2021 7:40:27 PM","289","","YS0500304","","Yuning",0.285,64654.43855,0.328,70215.97200,0.348,136915.92609,0.423,241264.88221,0.491,167501.56311,0.565,21704.09348,0.823,9574.65833,0.350,219778.63891,0.427,501541.96574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B19","B19.raw","1/11/2021 7:42:14 PM","290","","YS0500304","","Yuning",0.278,165266.27716,0.329,46037.62355,0.348,93499.02743,0.423,170754.64133,0.389,15263.27876,0.491,56342.99226,0.540,8985.26310,0.352,144008.19048,0.427,362627.90039,0.566,8202.39034,0.721,6926.54608,0.895,6147.64043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19","C19.raw","1/11/2021 7:44:02 PM","291","","YS0500304","","Yuning",0.285,55759.88617,0.396,50006.02447,0.348,107808.49560,0.423,318661.04806,0.489,25232.07057,0.542,129417.66511,0.733,74624.99261,0.352,192058.26993,0.427,634791.93028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D19","D19.raw","1/11/2021 7:45:50 PM","292","","YS0500304","","Yuning",0.284,55168.00478,0.329,14370.07082,0.348,100870.56544,0.423,77265.88937,0.456,9602.74616,0.476,15501.84737,0.493,19523.45897,0.352,157485.96033,0.427,142659.40308,0.550,8665.22230,0.566,26054.28319,0.824,9269.18532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E19","E19.raw","1/11/2021 7:47:36 PM","293","","YS0500304","","Yuning",0.284,46858.85089,0.331,8193.43762,0.349,108306.62585,0.426,231481.77234,0.391,16328.77406,0.491,8302.72634,0.516,19849.33037,0.352,198474.44301,0.427,477513.52823,0.588,128121.99362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,30064.49604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F19","F19.raw","1/11/2021 7:49:24 PM","294","","YS0500304","","Yuning",0.282,83308.34489,0.329,72591.04013,0.348,109689.71880,0.423,229052.63052,0.491,117227.36705,0.565,12385.69739,0.824,7226.21346,0.350,173807.60820,0.427,513418.00368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G19","G19.raw","1/11/2021 7:51:11 PM","295","","YS0500304","","Yuning",0.282,35728.58416,0.329,18003.59478,0.348,46361.97137,0.424,43222.51242,0.491,15063.10893,0.548,5981.34253,0.566,12756.89718,0.350,52620.06841,0.427,91133.87588,0.824,5621.33988,0.860,4110.11865,0.896,3783.21195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H19","H19.raw","1/11/2021 7:52:59 PM","296","","YS0500304","","Yuning",0.282,37973.28388,0.531,33205.69417,0.348,55570.02865,0.423,73219.53139,0.562,4045.55169,0.591,8244.59267,0,0,0.352,82340.77367,0.427,158433.62945,0,0,0,0,0,0,0,0,0.491,26555.18933,0.496,162078.33348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I19","I19.raw","1/11/2021 7:54:47 PM","297","","YS0500304","","Yuning",0.330,15234.72969,0.369,11771.50667,0.347,103155.35352,0.423,168659.95434,0.387,9950.32161,0.473,17482.61097,0.491,66770.71312,0.352,171445.46073,0.427,392095.01933,0.553,18340.11024,0.720,20770.81879,0.863,5718.16009,0,0,0,0,0,0,0,0,0,0,0,0,0.898,4669.53894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J19","J19.raw","1/11/2021 7:56:33 PM","298","","YS0500304","","Yuning",0.281,67536.15433,0.329,36752.39267,0.348,114589.28167,0.424,276341.31421,0.564,7921.55180,0.587,27690.10933,0.822,7123.13085,0.352,179814.15014,0.427,564993.48083,0.877,8112.09700,0,0,0,0,0,0,0.491,66543.97933,0.493,5934.41150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19","K19.raw","1/11/2021 7:58:20 PM","299","","YS0500304","","Yuning",0.281,72211.16964,0.329,8552.18870,0.347,113424.29406,0.424,327004.09196,0.490,32580.45384,0.537,16738.42631,0.554,10973.25930,0.350,194988.80026,0.427,646639.18046,0.822,8233.94717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L19","L19.raw","1/11/2021 8:00:06 PM","300","","YS0500304","","Yuning",0.281,52151.36574,0.376,36904.90206,0.348,127920.98388,0.423,202275.92252,0.401,185145.12454,0.487,6560.17922,0.821,10279.07152,0.352,214498.77856,0.427,430281.14076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M19","M19.raw","1/11/2021 8:01:52 PM","301","","YS0500304","","Yuning",0.285,40321.24833,0.328,11171.25398,0.347,143421.55998,0.423,416978.96114,0.491,44197.18132,0.541,18135.21662,0.821,8349.19882,0.352,241487.36412,0.427,767413.49532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N19","N19.raw","1/11/2021 8:03:39 PM","302","","YS0500304","","Yuning",0.281,37418.72858,0.329,16680.62783,0.348,113010.21676,0.423,284865.24006,0.473,6946.53758,0.538,30834.51865,0,0,0.352,180164.62785,0.427,592927.34733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O19","O19.raw","1/11/2021 8:05:25 PM","303","","YS0500304","","Yuning",0.283,33956.36763,0.329,14283.91616,0.348,102849.78338,0.425,247754.41831,0.491,57846.37066,0.522,12479.42922,0.564,9153.85878,0.352,163752.59117,0.427,447474.35781,0.583,10690.39479,0.827,6294.23385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P19","P19.raw","1/11/2021 8:07:12 PM","304","","YS0500304","","Yuning",0.284,38154.28849,0.329,46693.86932,0.346,170073.44472,0.423,436116.63779,0.490,68585.75277,0.548,12199.81027,0.566,86439.77540,0.352,272579.38530,0.427,782390.76557,0.822,11056.10796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A20","A20.raw","1/11/2021 8:08:59 PM","305","","YS0500304","","Yuning",0.284,114338.29928,0.323,9144.83659,0.349,113424.52099,0.424,332215.98727,0.482,20711.73668,0.538,35515.76532,0.561,10020.44169,0.352,194613.92160,0.427,601577.49610,0.823,7413.91599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B20","B20.raw","1/11/2021 8:10:46 PM","306","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C20","C20.raw","1/11/2021 8:12:34 PM","307","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D20","D20.raw","1/11/2021 8:14:22 PM","308","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E20","E20.raw","1/11/2021 8:16:10 PM","309","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F20","F20.raw","1/11/2021 8:17:57 PM","310","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G20","G20.raw","1/11/2021 8:19:44 PM","311","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20","H20.raw","1/11/2021 8:21:31 PM","312","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I20","I20.raw","1/11/2021 8:23:18 PM","313","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J20","J20.raw","1/11/2021 8:25:05 PM","314","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K20","K20.raw","1/11/2021 8:26:52 PM","315","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L20","L20.raw","1/11/2021 8:28:39 PM","316","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M20","M20.raw","1/11/2021 8:30:26 PM","317","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N20","N20.raw","1/11/2021 8:32:13 PM","318","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O20","O20.raw","1/11/2021 8:34:00 PM","319","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20","P20.raw","1/11/2021 8:35:47 PM","320","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A21","A21.raw","1/11/2021 8:37:34 PM","321","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B21","B21.raw","1/11/2021 8:39:21 PM","322","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C21","C21.raw","1/11/2021 8:41:08 PM","323","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D21","D21.raw","1/11/2021 8:42:55 PM","324","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E21","E21.raw","1/11/2021 8:44:42 PM","325","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F21","F21.raw","1/11/2021 8:46:29 PM","326","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G21","G21.raw","1/11/2021 8:48:16 PM","327","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H21","H21.raw","1/11/2021 8:50:03 PM","328","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I21","I21.raw","1/11/2021 8:51:50 PM","329","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J21","J21.raw","1/11/2021 8:53:37 PM","330","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K21","K21.raw","1/11/2021 8:55:24 PM","331","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L21","L21.raw","1/11/2021 8:57:11 PM","332","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M21","M21.raw","1/11/2021 8:58:58 PM","333","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N21","N21.raw","1/11/2021 9:00:45 PM","334","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O21","O21.raw","1/11/2021 9:02:32 PM","335","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21","P21.raw","1/11/2021 9:04:19 PM","336","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A22","A22.raw","1/11/2021 9:06:06 PM","337","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B22","B22.raw","1/11/2021 9:07:53 PM","338","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C22","C22.raw","1/11/2021 9:09:40 PM","339","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D22","D22.raw","1/11/2021 9:11:27 PM","340","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E22","E22.raw","1/11/2021 9:13:14 PM","341","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F22","F22.raw","1/11/2021 9:15:01 PM","342","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G22","G22.raw","1/11/2021 9:16:48 PM","343","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22","H22.raw","1/11/2021 9:18:35 PM","344","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I22","I22.raw","1/11/2021 9:20:22 PM","345","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J22","J22.raw","1/11/2021 9:22:09 PM","346","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K22","K22.raw","1/11/2021 9:23:56 PM","347","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L22","L22.raw","1/11/2021 9:25:43 PM","348","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M22","M22.raw","1/11/2021 9:27:30 PM","349","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N22","N22.raw","1/11/2021 9:29:17 PM","350","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O22","O22.raw","1/11/2021 9:31:04 PM","351","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22","P22.raw","1/11/2021 9:32:51 PM","352","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A23","A23.raw","1/11/2021 9:34:38 PM","353","","YS0500304","","Yuning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
